,goodreads_book_id,original_title,book_id,tag_concat
8715,16122163,0,5530,new-adult romance love-triangle contemporary college
8716,16122643,Eyes wide open,4312,romance series erotica contemporary-romance contemporary
8717,16124019,Waking Up Married,5064,romance kindle contemporary contemporary-romance chick-lit
8718,16127237,The Life List,8501,chick-lit fiction book-club romance contemporary
8719,16128105,Big Brother,9930,fiction book-club kindle contemporary contemporary-fiction
8720,16130291,The Silver Star,2088,fiction book-club historical-fiction coming-of-age adult-fiction
8721,16130307,Revenge Wears Prada: The Devil Returns,4283,chick-lit fiction romance chicklit series
8722,16130537,The Humans,4674,science-fiction fiction sci-fi humor fantasy
8723,16130549,Doctor Sleep,794,horror stephen-king fiction thriller fantasy
8724,16130723,Hidden Order,9279,thriller fiction default mystery scot-harvath
8725,16130986,An Innocent Client,6482,mystery kindle legal-thriller fiction thriller
8726,16131025,Beautiful Day,4631,fiction chick-lit elin-hilderbrand romance audio
8727,16131032,Abaddon's Gate,2728,science-fiction sci-fi fiction scifi space-opera
8728,16131072,Second Honeymoon,7184,james-patterson mystery fiction thriller patterson
8729,16131077,The Shining Girls,3267,fiction mystery thriller time-travel horror
8730,16131193,The Astronaut Wives Club,5087,non-fiction history nonfiction biography book-club
8731,16131484,The Infinite Sea,1366,young-adult sci-fi dystopian science-fiction ya
8732,16131489,The Last Star,4060,young-adult sci-fi science-fiction dystopian ya
8733,16134551,Fallen Crest High,4185,romance new-adult young-adult series kindle
8734,16134782,In Flight,2276,romance bdsm erotica series contemporary
8735,16136599,Redeemed,9285,house-of-night vampires young-adult fantasy to-buy
8736,16136959,Mile high (Up In The Air #2),2330,romance bdsm erotica series alpha-male
8737,16138688,The Painted Girls,3259,historical-fiction fiction book-club historical france
8738,16139641,Grounded (Up In The Air #3),2748,romance bdsm erotica series alpha-male
8739,16140036,This Man,1470,romance erotica series contemporary-romance contemporary
8740,16140408,Down London Road,4324,romance new-adult contemporary-romance contemporary series
8741,16141924,Dad Is Fat,2173,humor non-fiction nonfiction memoir audiobook
8742,16142053,"Going Clear: Scientology, Hollywood, and the Prison of Belief",3074,non-fiction nonfiction religion history audiobooks
8743,16143347,We Were Liars,348,ya mystery fiction romance read-in-2014
8744,16148398,Saga #1,2151,graphic-novels comics graphic-novel fantasy sci-fi
8745,16148938,0,9235,science-fiction sci-fi fiction dystopian dystopia
8746,16150119,0,7948,kindle science-fiction sci-fi fiction thriller
8747,16150830,Never Fade,2884,dystopian young-adult dystopia ya fantasy
8748,16150831,In The Afterlight,5488,dystopian young-adult dystopia ya fantasy
8749,16150996,0,8442,dark romance series suspense contemporary
8750,16151178,The Sea of Tranquility,2450,young-adult romance contemporary ya abuse
8751,16152943,0,5998,romance new-adult series kindle contemporary
8752,16158498,Give and Take: A Revolutionary Approach to Success,9944,business non-fiction psychology nonfiction self-help
8753,16158508,The Yonahlossee Riding Camp for Girls,5719,fiction historical-fiction book-club coming-of-age historical
8754,16158519,Whiskey Beach,4430,romance mystery nora-roberts romantic-suspense fiction
8755,16158527,Silken Prey,8467,mystery john-sandford fiction thriller crime
8756,16158535,A Hundred Summers,4254,historical-fiction fiction romance chick-lit book-club
8757,16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,610,non-fiction book-club history nonfiction sports
8758,16158558,Dark Witch,2528,romance nora-roberts fantasy paranormal witches
8759,16158563,The Bookman’s Tale,9883,mystery fiction historical-fiction book-club historical
8760,16158596,Lexicon,4321,fiction science-fiction sci-fi thriller fantasy
8761,16160797,The Cuckoo's Calling,253,mystery fiction crime book-club thriller
8762,16163690,Own the Wind,5021,romance kristen-ashley bikers contemporary-romance contemporary
8763,16164271,"Locke & Key, Vol. 6: Alpha & Omega",8663,graphic-novels comics horror graphic-novel fantasy
8764,16169737,The Heist,3458,mystery janet-evanovich fiction series humor
8765,16170522,صانع الظلام,9683,روايات horror novels رعب arabic
8766,16170625,المانيفستو,9570,شعر poetry pdf to-buy arabic
8767,16171259,El ruido de las cosas al caer,9425,fiction colombia historical-fiction latin-america book-club
8768,16171272,The Good Lord Bird,5462,historical-fiction fiction book-club national-book-award historical
8769,16171291,The Silent Wife,1306,fiction thriller book-club suspense mystery-thriller
8770,16172634,Faking It,5854,new-adult romance contemporary series contemporary-romance
8771,16174197,Knight & Play,7224,romance erotica bdsm series kindle
8772,16175040,Endless Knight ,8164,young-adult fantasy paranormal ya romance
8773,16176440,We Are All Completely Beside Ourselves,1212,fiction book-club contemporary kindle literary-fiction
8774,16181775,The Rosie Project,285,book-club contemporary humor fiction chick-lit
8775,16182601,0,9932,non-fiction food memoir christian nonfiction
8776,16218778,0,7356,nonfiction memoirs non-fiction memoir biography-memoir
8777,16233105,Someone To Love,8086,romance new-adult kindle college contemporary
8778,16240761,The Son,4029,historical-fiction fiction western historical audio
8779,16247792,Gabriel's redemption,4738,romance series contemporary-romance contemporary adult
8780,16248068,The Elite,423,young-adult romance dystopian ya dystopia
8781,16248078,The English Girl,5103,fiction daniel-silva thriller mystery espionage
8782,16248113,The School for Good and Evil,2886,fantasy middle-grade young-adult ya fairy-tales
8783,16248114,El cuaderno de Maya,5958,fiction contemporary chile isabel-allende young-adult
8784,16248139,0,7582,fiction chick-lit audio dorothea-benton-frank romance
8785,16248196,Die Kunst des klaren Denkens,8601,self-help nonfiction philosophy psychology non-fiction
8786,16248223,The Ghost Bride,8741,fantasy historical-fiction fiction romance historical
8787,16248311,The Perfume Collector,3747,historical-fiction fiction book-club kindle historical
8788,16256798,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results ,7876,business non-fiction self-help self-improvement personal-development
8789,16277248,0,3981,graphic-novels comics graphic-novel fantasy manga
8790,16278318,Armada,1730,science-fiction sci-fi fiction audiobook young-adult
8791,16279715,Connected,9105,romance new-adult series contemporary contemporary-romance
8792,16279856,The Eye of Minds,5040,young-adult science-fiction sci-fi ya dystopian
8793,16280678,Shattered,5837,audiobook audio urban-fantasy audible fantasy
8794,16280689,Staked,9282,urban-fantasy fantasy vampires fiction magic
8795,16282066,Significance,4267,paranormal young-adult romance fantasy ya
8796,16299256,0,6415,new-adult romance series sports kindle
8797,16299341,Thankless in Death ,8785,mystery romance j-d-robb jd-robb in-death-series
8798,16299991,0,8113,fantasy kindle young-adult ebook ebooks
8799,16301111,Best Friends with a Self-Confessed Player,7956,romance young-adult new-adult contemporary ya
8800,16303287,The Bane Chronicles,3704,fantasy young-adult magic ya cassandra-clare
8801,16429619,The Kiss of Deception,2941,fantasy young-adult romance ya series
8802,16479439,Ex-Heroes,7765,horror science-fiction sci-fi zombies post-apocalyptic
8803,16704759,0,9420,romance erotica series bdsm contemporary-romance
8804,16718083,The Redemption of Callie & Kayden,3980,new-adult romance young-adult contemporary series
8805,16762211,Sometimes Never,9256,new-adult romance kindle young-adult series
8806,17029526,"Never Too Far (Too Far, #2)",1295,new-adult romance contemporary series contemporary-romance
8807,17032328,If You Stay,4450,new-adult romance contemporary series contemporary-romance
8808,17131869,"Saga, Volume Two",2244,graphic-novels comics graphic-novel fantasy science-fiction
8809,17156015,Beauty from Pain,3017,romance erotica kindle series contemporary-romance
8810,17158513,Prince's Gambit,7368,fantasy m-m romance lgbt mm
8811,17158532,Kings Rising,8641,fantasy read-in-english gay romance lgbt
8812,17158596,Collide,2443,romance new-adult series contemporary-romance love-triangle
8813,17159011,White Fire,6854,mystery thriller fiction pendergast preston-child
8814,17163514,The Rose and the Thorn,7816,fantasy fiction epic-fantasy audible audiobooks
8815,17165932,Independent Study,5308,dystopian ya series science-fiction young-adult
8816,17166702,True Love Story,8834,new-adult romance contemporary-romance contemporary kindle
8817,17167042,0,7870,romance new-adult contemporary-romance fighters contemporary
8818,17167084,How the Light Gets In,4150,mystery fiction mysteries series louise-penny
8819,17167166,Crown of Midnight,752,ya romance fantasy series young-adult
8820,17167572,The Long War,7892,science-fiction sci-fi fiction fantasy terry-pratchett
8821,17171909,Brilliance,4786,science-fiction sci-fi fiction thriller library
8822,17181905,0,9089,new-adult series erotica kindle contemporary
8823,17182126,Steelheart,970,fantasy young-adult sci-fi science-fiction ya
8824,17182421,The Returned,7843,fiction fantasy paranormal science-fiction first-reads
8825,17190226,Surrender Your Love,7255,romance series kindle contemporary-romance erotica
8826,17191012,0,7705,romance new-adult series young-adult high-school
8827,17192373,Perfect,9150,fiction contemporary kindle historical-fiction read-in-2014
8828,17199504,The Bone Season,3087,fantasy young-adult dystopian dystopia fiction
8829,17200687,Rule,1702,series kindle college romance bad-boys
8830,17201095,Play With Me,5170,romance contemporary-romance sports series contemporary
8831,17201104,Rock With Me,5821,romance series contemporary-romance kristen-proby contemporary
8832,17201110,0,7999,romance contemporary-romance series contemporary kindle
8833,17202452,One Week Girlfriend,3297,romance contemporary-romance college kindle abuse
8834,17204568,Crazy Little Thing,4086,romance kindle chick-lit contemporary-romance contemporary
8835,17204860,Jet,5555,new-adult romance series contemporary contemporary-romance
8836,17212231,Inferno,240,fiction mystery thriller dan-brown historical-fiction
8837,17225311,Tampa,8919,fiction contemporary adult read-in-2013 crime
8838,17228280,Better Off Friends,6881,young-adult contemporary romance ya realistic-fiction
8839,17231976,Damaged,5300,romance new-adult series kindle contemporary
8840,17232261,Songs of Willow Frost,7178,historical-fiction fiction book-club historical audio
8841,17233800,Crash Into You,8219,romance young-adult contemporary ya series
8842,17234658,A Thousand Pieces of You,4350,young-adult sci-fi ya to-buy series
8843,17235026,The Girl with All the Gifts,886,horror fiction science-fiction sci-fi zombies
8844,17235347,Life Before Legend,9844,young-adult dystopian dystopia short-stories ya
8845,17237214,Two Boys Kissing,4770,young-adult lgbt ya lgbtq contemporary
8846,17254035,Foreplay,9387,new-adult romance contemporary contemporary-romance college
8847,17255186,0,8925,business fiction non-fiction it tech
8848,17255265,This Man Confessed,2106,romance erotica series alpha-male bdsm
8849,17255435,0,3032,vampires paranormal young-adult romance fantasy
8850,17257484,Trouble,9825,new-adult romance abuse contemporary-romance kindle
8851,17257990,0,7445,kristen-ashley romance contemporary-romance contemporary mc
8852,17257993,Raid,7434,kristen-ashley romance contemporary-romance contemporary alpha-male
8853,17262100,The Lowland,1242,fiction book-club india historical-fiction literary-fiction
8854,17262155,Mad About the Boy,2793,chick-lit fiction romance humor kindle
8855,17262159,Never Go Back ,2641,fiction thriller lee-child audio jack-reacher
8856,17262203,MaddAddam,2570,fiction science-fiction sci-fi dystopia dystopian
8857,17262206,Lawrence in Arabia,9604,history non-fiction biography middle-east nonfiction
8858,17262236,Rose Under Fire,8414,historical-fiction young-adult ya historical fiction
8859,17262366,One Summer: America 1927,3135,history non-fiction nonfiction audiobook american-history
8860,17262540,"William Shakespeare's Star Wars: Verily, a New Hope",5979,star-wars science-fiction sci-fi humor fiction
8861,17267122,Pulse,3633,romance new-adult series contemporary-romance kindle
8862,17277800,"Hawkeye, Volume 2: Little Hits",9458,graphic-novel superheroes comics-graphic-novels cómics comics-and-graphic-novels
8863,17285330,The Last Time We Say Goodbye,9501,young-adult contemporary ya realistic-fiction fiction
8864,17285883,The Undead Pool,6811,urban-fantasy fantasy paranormal vampires kim-harrison
8865,17286162,Forever Black,6103,romance new-adult series contemporary contemporary-romance
8866,17286747,Necessary Lies,2872,historical-fiction book-club fiction historical chick-lit
8867,17286958,Killing Jesus: A History ,3667,history non-fiction nonfiction religion biography
8868,17287009,0,8926,non-fiction photography nonfiction art new-york
8869,17287028,0,3315,memoir nonfiction non-fiction true-crime audiobook
8870,17288661,Sycamore Row,1092,fiction john-grisham mystery legal-thriller kindle
8871,17302495,One Tiny Lie,6044,new-adult contemporary series romance college
8872,17306293,Shift,1837,science-fiction sci-fi fiction dystopian dystopia
8873,17312201,The Son of Sobek,4998,fantasy percy-jackson mythology ya fiction
8874,17314410,Beauty from Surrender,4764,romance series contemporary-romance erotica contemporary
8875,17314430,Wait for You,1165,new-adult romance contemporary college contemporary-romance
8876,17316075,Second Chance Boyfriend,5172,new-adult romance series contemporary contemporary-romance
8877,17317675,0,6711,dark romance bdsm series erotica
8878,17325147,Left Drowning,7729,new-adult romance contemporary kindle college
8879,17329041,The Other Typist,7096,historical-fiction fiction mystery book-club historical
8880,17331349,0,2895,business non-fiction nonfiction audiobook economics
8881,17331518,Fracture Me,6478,young-adult dystopian dystopia fantasy ya
8882,17331828,Talon,8958,fantasy young-adult dragons ya romance
8883,17332207,Someone,6837,fiction book-club historical-fiction audio literary-fiction
8884,17332218,Words of Radiance,862,fantasy fiction epic-fantasy brandon-sanderson high-fantasy
8885,17332564,How to Love,8328,young-adult contemporary romance ya new-adult
8886,17332969,The 100,4572,young-adult dystopian sci-fi dystopia ya
8887,17333171,Magic Shifts,7101,urban-fantasy fantasy paranormal magic vampires
8888,17333174,Magic Binds,9712,urban-fantasy fantasy paranormal magic romance
8889,17333223,The Goldfinch,146,fiction book-club contemporary kindle literary-fiction
8890,17333227,The Gods of Guilt,3507,mystery fiction crime thriller audio
8891,17333230,The Luminaries,1920,fiction historical-fiction mystery historical book-club
8892,17333237,0,9145,historical-fiction fiction historical audio anita-shreve
8893,17333277,Cross My Heart,6638,alex-cross mystery fiction thriller alex-cross-series
8894,17333279,Gone,8070,james-patterson mystery fiction patterson michael-bennett
8895,17333302,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",6599,health non-fiction food nutrition nonfiction
8896,17333319,Burial Rites,2061,historical-fiction fiction book-club historical mystery
8897,17333324,Ancillary Justice,2218,science-fiction sci-fi fiction scifi space-opera
8898,17333431,King & Maxwell,5669,david-baldacci mystery fiction thriller baldacci
8899,17333880,"Twisted Perfection (Perfection, #1)",2665,new-adult romance contemporary abbi-glines series
8900,17334079,0,6597,fantasy young-adult cassandra-clare short-stories paranormal
8901,17334495,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",7612,history non-fiction biography nonfiction politics
8902,17336849,0,7303,new-adult romance kindle contemporary series
8903,17337562,"Forever Too Far (Too Far, #3)",1994,new-adult romance series contemporary abbi-glines
8904,17339590,"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية",9610,حسن-الجندي pdf رعب روايات حسن-الجندى
8905,17340050,Losing Hope,2040,romance new-adult contemporary young-adult series
8906,17342700,Gathering Darkness,9591,young-adult fantasy ya magic romance
8907,17345242,The World of Ice and Fire,7300,fantasy fiction a-song-of-ice-and-fire epic-fantasy george-r-r-martin
8908,17345258,The All-Girl Filling Station's Last Reunion,3236,fiction historical-fiction book-club humor chick-lit
8909,17346698,March: Book One,6862,graphic-novels graphic-novel non-fiction history nonfiction
8910,17347389,The Dream Thieves,1782,fantasy young-adult ya paranormal series
8911,17348985,0,9091,mystery fiction horror paranormal suspense
8912,17349023,We Are Water,2281,fiction book-club kindle contemporary audiobooks
8913,17349163,Sense & Sensibility,6948,fiction romance chick-lit jane-austen contemporary
8914,17349203,"Fortunately, the Milk",3435,fantasy childrens fiction children humor
8915,17349222,This Is the Story of a Happy Marriage,6990,non-fiction memoir essays nonfiction audiobook
8916,17352874,Truce,9652,romance historical-romance historical funny series
8917,17375956,Reaper's Property,4241,romance bikers mc erotica contemporary
8918,17377032,0,6424,romance series erotica new-adult contemporary-romance
8919,17378508,"Blue Lily, Lily Blue",2558,fantasy young-adult ya paranormal series
8920,17378527,The Raven King,3441,fantasy young-adult ya paranormal read-in-2016
8921,17380041,Longbourn,2905,historical-fiction fiction historical romance book-club
8922,17383934,The Valley of Amazement,3118,historical-fiction fiction china book-club historical
8923,17383994,0,2880,young-adult dystopian fiction divergent science-fiction
8924,17399160,Snow Like Ashes,4306,fantasy young-adult ya romance magic
8925,17401198,Only the Innocent,7930,kindle mystery crime fiction thriller
8926,17402288,Dept. of Speculation,3961,fiction library read-in-2015 contemporary adult-fiction
8927,17402605,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,923,young-adult fantasy ya fiction magic
8928,17404452,0,9693,romance series new-adult contemporary-romance contemporary
8929,17406847,Defy,8810,fantasy young-adult ya romance netgalley
8930,17407233,The submissive,7962,romance series erotic erotic-romance adult
8931,17407748,The Longest Ride,1098,contemporary read-in-2015 adult book-club library
8932,17411703,Complete Me,4073,romance erotica bdsm series j-kenner
8933,17412188,Second Life,7871,thriller fiction mystery suspense mystery-thriller
8934,17443673,A Different Blue,8488,new-adult romance contemporary kindle young-adult
8935,17448960,Falling Into You,3145,series young-adult made-me-cry romance read-2013
8936,17449197,Unhinged,9130,fantasy young-adult romance ya retellings
8937,17449417,"Simple Perfection (Perfection, #2)",4662,new-adult romance abbi-glines series contemporary
8938,17452179,Apple Tree Yard,7161,fiction thriller mystery crime kindle
8939,17455541,Legend of the Duck Commander,7954,non-fiction biography nonfiction christian autobiography
8940,17455585,White Hot Kiss,4929,paranormal fantasy romance demons ya
8941,17455815,Stone Cold Touch,8500,paranormal young-adult fantasy romance ya
8942,17456328,The Paris Architect,4499,historical-fiction fiction book-club wwii historical
8943,17465453,The Signature of All Things,1271,fiction historical-fiction book-club historical audiobook
8944,17465470,"The Royal Ranger (Ranger's Apprentice, #12)",9053,fantasy young-adult adventure john-flanagan fiction
8945,17465515,Storia del nuovo cognome,2535,fiction italy historical-fiction italian read-in-2016
8946,17504320,0,9108,romance sports sports-romance contemporary-romance contemporary
8947,17524166,0,7043,روايات novels fiction arabic egypt
8948,17557143,The Billionaire's Obsession ~ Simon,8684,romance kindle contemporary-romance series erotica
8949,17557913,The Farm,5819,fiction mystery thriller book-club crime
8950,17558817,Be with Me,5457,romance new-adult contemporary series college
8951,17560674,The Bet,6286,romance new-adult contemporary contemporary-romance kindle
8952,17562900,Night Broken,4305,urban-fantasy fantasy paranormal werewolves romance
8953,17563080,Murder of Crows,6596,fantasy urban-fantasy paranormal vampires series
8954,17563539,The Egg,9850,short-stories fiction science-fiction short-story sci-fi
8955,17565845,Panic,3039,young-adult ya contemporary library mystery
8956,17568801,Zealot: The Life and Times of Jesus of Nazareth,1988,history non-fiction religion nonfiction biography
8957,17569860,0,8483,romance series contemporary-romance kindle erotica
8958,17570105,The Survivor,8407,vince-flynn fiction thriller mitch-rapp espionage
8959,17570538,The Blood Mirror,8911,fantasy epic-fantasy fiction lightbringer to-buy
8960,17571466,The Troop,7438,horror fiction thriller science-fiction netgalley
8961,17571564,0,721,humor non-fiction graphic-novels memoir graphic-novel
8962,17572903,The Girl You Left Behind,1017,historical-fiction chick-lit book-club historical fiction
8963,17573684,The Obituary Writer,9437,historical-fiction fiction book-club historical audiobooks
8964,17607848,Afterburn,7235,romance sylvia-day erotica contemporary-romance series
8965,17608111,The Crimson Campaign,6309,fantasy epic-fantasy fiction flintlock-fantasy high-fantasy
8966,17617277,Real,1769,romance contemporary contemporary-romance series sports
8967,17623975,Just One Day,1849,young-adult romance contemporary ya series
8968,17660462,0,4803,business biography non-fiction nonfiction biographies
8969,17661831,The Orenda,7988,historical-fiction fiction canadian book-club canada
8970,17667452,When I Found You,2771,fiction kindle book-club contemporary kindle-unlimited
8971,17667561,The Shadow Throne,8587,fantasy young-adult ya adventure middle-grade
8972,17671913,"Batman, Volume 3: Death of the Family",9783,graphic-novels comics graphic-novel dc batman
8973,17673271,0,9353,non-fiction biography humor nonfiction memoir
8974,17673307,Neanderthal Seeks Human,5651,romance contemporary chick-lit contemporary-romance funny
8975,17674991,0,6170,non-fiction humor memoir biography nonfiction
8976,17675031,0,8139,non-fiction nonfiction young-adult memoir biography
8977,17675462,The Raven Boys,928,fantasy young-adult ya paranormal series
8978,17704902,0,5623,non-fiction nonfiction audiobook audiobooks health
8979,17704903,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,3685,non-fiction biography history nonfiction american-history
8980,17707603,0,9118,history non-fiction nonfiction american-history historical
8981,17707605,W is for Wasted,5656,mystery sue-grafton fiction mysteries series
8982,17707654,Dust,8759,mystery patricia-cornwell fiction crime default
8983,17722973,The Enchantress Returns,6537,fantasy middle-grade fairy-tales childrens young-adult
8984,17726978,0,7494,thriller kindle horror mystery fiction
8985,17727276,Hard Choices,9202,non-fiction politics biography nonfiction memoir
8986,17729712,0,6268,new-adult romance college contemporary contemporary-romance
8987,17733861,0,4878,paranormal-romance vampires paranormal romance kindle-unlimited
8988,17733898,Hard Luck,2966,diary-of-a-wimpy-kid fiction childrens humor children
8989,17788401,Ugly Love,1130,contemporary romance contemporary-romance read-in-2015 read-in-2014
8990,17792606,Mine,4466,romance new-adult series fighter fighters
8991,17794657,0,9705,kindle young-adult romance kindle-books series
8992,17797253,Under the Wide and Starry Sky,7133,historical audiobook audiobooks adult-fiction historical-fiction
8993,17797381,Innocence,5485,fiction horror dean-koontz fantasy thriller
8994,17798233,"Rome (Marked Men, #3)",7415,romance new-adult series contemporary contemporary-romance
8995,17798287,Driven,3405,romance series kindle contemporary-romance erotica
8996,17800786,0,7760,romance new-adult series kindle contemporary
8997,17802724,The Husband's Secret ,235,book-club mystery audiobook adult audiobooks
8998,17802747,What She Left Behind,2918,historical-fiction fiction book-club kindle mystery
8999,17825503,Leo,6127,romance new-adult contemporary contemporary-romance kindle
9000,17828418,Fixed on You,3863,romance series kindle contemporary-romance contemporary
9001,17830123,We Are Not Ourselves,4307,fiction historical-fiction kindle abandoned library
9002,17830559,0,7202,romance new-adult series fighters fighter
9003,17831614,Beautiful Player,3732,romance contemporary contemporary-romance series erotica
9004,17831616,Beautiful Bitch,5266,romance series erotica contemporary contemporary-romance
9005,17831617,Beautiful Bombshell,7061,romance series christina-lauren contemporary-romance erotica
9006,17831619,0,7381,series contemporary-romance contemporary erotica romance
9007,17833099,0,6365,new-adult romance contemporary college contemporary-romance
9008,17834834,Once We Were Brothers,4122,historical-fiction fiction book-club holocaust wwii
9009,17834904,The Dead in Their Vaulted Arches,6767,mystery fiction historical-fiction series mysteries
9010,17835351,Nikola Tesla: Imagination and the Man That Invented the 20th Century,8147,biography non-fiction kindle history science
9011,17835766,One More Chance,7510,new-adult romance abbi-glines series contemporary
9012,17835773,Misbehaving,8364,new-adult romance abbi-glines series contemporary
9013,17838528,The Unexpected Everything,8268,contemporary young-adult romance ya read-in-2016
9014,17851885,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,470,non-fiction biography nonfiction memoir book-club
9015,17853024,The Pagan Lord,9274,historical-fiction fiction historical bernard-cornwell history
9016,17855756,Dust,1898,science-fiction sci-fi fiction dystopian dystopia
9017,17860199,0,3285,young-adult dystopian dystopia divergent ya
9018,17860217,Trust in Me,6026,new-adult romance contemporary series college
9019,17860739,S.,6769,fiction mystery fantasy to-buy wish-list
9020,17876893,Captivated by You,1846,romance erotica series sylvia-day contemporary-romance
9021,17876897,One With You,3880,romance sylvia-day erotic-romance erótica crossfire
9022,17878931,Red Queen,536,fantasy young-adult ya series dystopian
9023,17880708,Fueled,3554,romance series contemporary-romance erotica alpha-male
9024,17880714,Crashed,4373,romance series contemporary-romance erotica alpha-male
9025,17884042,Still Life with Bread Crumbs,2234,fiction romance chick-lit contemporary-fiction contemporary
9026,17888952,The First Phone Call from Heaven,2232,fiction mitch-albom inspirational contemporary book-club
9027,17899392,First Love,8180,romance james-patterson young-adult fiction ya
9028,17899696,The Edge of Always,4841,romance series contemporary contemporary-romance kindle
9029,17901125,The Mime Order,9964,fantasy young-adult dystopian paranormal fiction
9030,17903381,0,9345,diary-ng-panget wattpad dnp 1 romance
9031,17905709,The Narrow Road to the Deep North,2700,fiction historical-fiction war book-club australia
9032,17908462,Takedown Twenty,2800,mystery janet-evanovich fiction humor series
9033,17910048,The Goblin Emperor,7900,fantasy steampunk fiction high-fantasy sword-and-laser
9034,17910054,The Sixth Extinction: An Unnatural History,4115,non-fiction science nonfiction environment biology
9035,17910124,The Emperor's Blades,4472,fantasy epic-fantasy fiction high-fantasy series
9036,17910544,Glitter and Glue,8346,memoir non-fiction book-club memoirs nonfiction
9037,17910611,Wedding Night,1894,chick-lit romance fiction contemporary sophie-kinsella
9038,17920175,Wayward,3043,science-fiction thriller sci-fi horror fiction
9039,17925397,0,6221,vampires paranormal young-adult romance vampire
9040,17926775,Stolen Songbird,8827,fantasy young-adult romance ya magic
9041,17927395,A Court of Mist and Fury,1308,magic 2016-releases fiction 2016-reads ya-fantasy
9042,17930773,Found in You,5546,romance series erotica contemporary-romance kindle
9043,17934385,0,8227,chick-lit fiction romance jane-green kindle
9044,17934416,Keep Quiet,6068,fiction mystery lisa-scottoline book-club audio
9045,17934521,Shotgun Lovesongs,8193,fiction book-club audio first-reads contemporary
9046,17934530,Annihilation,1982,science-fiction sci-fi fiction horror fantasy
9047,17934655,The Empathy Exams: Essays,9726,non-fiction essays nonfiction psychology memoir
9048,17936925,Breakable,8657,new-adult romance contemporary series read-in-2014
9049,17948485,0,7682,romance contemporary-romance funny contemporary friends-to-lovers
9050,17950614,UnDivided,9725,young-adult dystopian dystopia ya science-fiction
9051,17970255,Into the Deep,8494,new-adult romance contemporary contemporary-romance series
9052,17973653,Shine Not Burn,9351,romance contemporary-romance new-adult contemporary cowboys
9053,17977710,Twisted,7163,romance contemporary-romance contemporary series new-adult
9054,17978144,Before we met,8723,mystery fiction thriller kindle suspense
9055,17983690,Lick,2826,romance new-adult contemporary contemporary-romance music
9056,17985262,CyberStorm,7256,science-fiction fiction kindle thriller sci-fi
9057,17989312,0,6358,historical-fiction fiction kindle book-club mystery
9058,17999892,The Atlantis Gene,2509,sci-fi fiction science-fiction thriller kindle
9059,18003300,Love & Misadventure,3447,poetry romance to-buy poems ebook
9060,18006496,Queen of Shadows,1264,fantasy young-adult ya romance magic
9061,18007532,An Officer and a Spy,6713,historical-fiction fiction thriller history mystery
9062,18007533,One More Thing: Stories and Other Stories,3324,short-stories fiction humor audiobook audiobooks
9063,18007535,The Winter People,3429,horror fiction mystery thriller paranormal
9064,18007564,The Martian,141,sci-fi book-club read-in-2015 audiobook adventure
9065,18039755,حوجن,8634,حوجن روايات arabic novels fiction
9066,18039963,A House in the Sky,2804,non-fiction memoir book-club nonfiction biography
9067,18045473,Nefes Nefese,8520,historical-fiction kindle fiction turkey wwii
9068,18050143,"Zero to One: Notes on Start Ups, or How to Build the Future",2166,business non-fiction startup startups economics
9069,18052985,Romancing the Duke,8718,romance historical-romance historical historical-fiction regency
9070,18053060,Dorothy Must Die,2734,young-adult ya retellings series fiction
9071,18053782,"Take a Chance (Chance, #1)",5466,new-adult romance series abbi-glines contemporary
9072,18054175,The Good Luck of Right Now,7087,fiction contemporary kindle adult book-club
9073,18071296,Willing Captive,8955,romance new-adult contemporary contemporary-romance funny
9074,18076876,Reaper's Legacy,6930,bikers mc romance biker series
9075,18077752,Acceptance,6207,science-fiction sci-fi fiction horror sci-fi-fantasy
9076,18077769,Authority ,4790,science-fiction sci-fi fiction horror fantasy
9077,18077875,Essentialism: The Disciplined Pursuit of Less,6095,non-fiction business productivity personal-development self-improvement
9078,18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",3733,business non-fiction nonfiction creativity leadership
9079,18079527,The Impossible Knife of Memory,5939,young-adult ya contemporary realistic-fiction fiction
9080,18079661,Fear Nothing,7676,mystery lisa-gardner thriller suspense series
9081,18079683,"Boy, Snow, Bird",5416,fiction literary-fiction fairy-tales adult adult-fiction
9082,18079719,Grasshopper Jungle,9837,young-adult lgbt ya science-fiction lgbtq
9083,18079757,Concealed in Death,8822,mystery romance j-d-robb jd-robb fiction
9084,18079776,The Invention of Wings,437,historical-fiction fiction bookclub slavery kindle
9085,18079804,Half Bad,4474,fantasy young-adult ya paranormal series
9086,18080889,Worth the Fight,9269,romance fighters fighter sports contemporary-romance
9087,18080920,Four: The Transfer,2457,young-adult dystopian dystopia ya short-stories
9088,18080923,0,7672,young-adult dystopian dystopia ya short-stories
